2020-04-19 17:04:962 INFO  BrowserSelector :21 - Launching Chrome Browser
2020-04-19 17:04:467 INFO  BrowserSelector :21 - Launching Chrome Browser
2020-04-19 17:04:838 INFO  BrowserSelector :21 - Launching Chrome Browser
2020-04-19 17:04:325 INFO  BrowserSelector :21 - Launching Chrome Browser
2020-04-19 17:04:810 INFO  HomePage :53 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (abc772e966a8d25b1e1a4909d58104cc)] -> id: txtUsername]
2020-04-19 17:04:77 INFO  HomePage :59 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (abc772e966a8d25b1e1a4909d58104cc)] -> id: txtPassword]
2020-04-19 17:04:784 INFO  HomePage :64 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-19 17:04:827 INFO  WelcomeAdminPage :33 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (abc772e966a8d25b1e1a4909d58104cc)] -> xpath: //a[@id='welcome']]
2020-04-19 17:04:424 INFO  BrowserSelector :21 - Launching Chrome Browser
2020-04-19 17:04:457 INFO  HomePage :47 - Displaying Login Panel Link : [[ChromeDriver: chrome on WINDOWS (16d3ce54b553540fd90db738783620aa)] -> xpath: //div[@id='logInPanelHeading']]
2020-04-19 17:04:492 INFO  BrowserSelector :21 - Launching Chrome Browser
2020-04-19 17:04:268 INFO  HomePage :39 - Displaying Login Panel Link : [[ChromeDriver: chrome on WINDOWS (7c2d97751ac9364b1c76a236eb69f83f)] -> xpath: //div[@id='logInPanelHeading']]
2020-04-19 17:04:235 INFO  BrowserSelector :21 - Launching Chrome Browser
2020-04-19 17:04:51 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (64f0a57438c6df7f0388a8648dfcf3b3)] -> id: txtUsername]
2020-04-19 17:04:288 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (64f0a57438c6df7f0388a8648dfcf3b3)] -> id: txtPassword]
2020-04-19 17:04:782 INFO  HomePage :56 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-19 17:04:842 INFO  WelcomeAdminPage :33 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (64f0a57438c6df7f0388a8648dfcf3b3)] -> xpath: //a[@id='welcome']]
2020-04-19 17:04:18 INFO  BrowserSelector :21 - Launching Chrome Browser
2020-04-19 17:04:47 INFO  HomePage :39 - Displaying Login Panel Link : [[ChromeDriver: chrome on WINDOWS (dde3ccbd8cbba9a1a8f16ff195b83a79)] -> xpath: //div[@id='logInPanelHeading']]
2020-04-19 17:04:481 INFO  BrowserSelector :21 - Launching Chrome Browser
2020-04-19 17:04:614 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (c2f21c03834402c9c85a45efe75b659d)] -> id: txtUsername]
2020-04-19 17:04:132 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (c2f21c03834402c9c85a45efe75b659d)] -> id: txtPassword]
2020-04-19 17:04:596 INFO  HomePage :56 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-19 17:04:633 INFO  WelcomeAdminPage :26 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (c2f21c03834402c9c85a45efe75b659d)] -> xpath: //a[@id='welcome']]
2020-04-19 17:04:326 INFO  BrowserSelector :21 - Launching Chrome Browser
2020-04-19 17:04:225 INFO  HomePage :39 - Displaying Login Panel Link : [[ChromeDriver: chrome on WINDOWS (edd55deb47ccaaf037b2742816600077)] -> xpath: //div[@id='logInPanelHeading']]
2020-04-19 17:04:472 INFO  BrowserSelector :21 - Launching Chrome Browser
2020-04-19 17:04:901 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (53e9ffafb63b8b9d69eef5960ffe23c1)] -> id: txtUsername]
2020-04-19 17:04:144 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (53e9ffafb63b8b9d69eef5960ffe23c1)] -> id: txtPassword]
2020-04-19 17:04:806 INFO  HomePage :56 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-19 17:04:842 INFO  WelcomeAdminPage :26 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (53e9ffafb63b8b9d69eef5960ffe23c1)] -> xpath: //a[@id='welcome']]
